report_id,claim_id,report_date,report_type,summary
8589934617,8589934601,2024-08-16,customer_statement,Report customer_statement for claim 8589934601
8589934618,8589934602,2024-12-20,adjuster_note,Report adjuster_note for claim 8589934602
8589934619,8589934602,2024-12-10,adjuster_note,Report adjuster_note for claim 8589934602
8589934620,8589934602,2024-11-24,police_report,Report police_report for claim 8589934602
8589934621,8589934602,2024-12-31,adjuster_note,Report adjuster_note for claim 8589934602
8589934622,8589934603,2020-09-25,adjuster_note,Report adjuster_note for claim 8589934603
8589934623,8589934603,2020-09-13,police_report,Report police_report for claim 8589934603
8589934624,8589934603,2020-09-27,police_report,Report police_report for claim 8589934603
8589934625,8589934603,2020-10-19,customer_statement,Report customer_statement for claim 8589934603
8589934626,8589934603,2020-10-08,police_report,Report police_report for claim 8589934603
8589934627,8589934604,2024-11-08,adjuster_note,Report adjuster_note for claim 8589934604
8589934628,8589934604,2024-12-13,police_report,Report police_report for claim 8589934604
8589934629,8589934604,2024-12-21,adjuster_note,Report adjuster_note for claim 8589934604
8589934630,8589934604,2024-12-14,police_report,Report police_report for claim 8589934604
8589934631,8589934604,2024-12-16,customer_statement,Report customer_statement for claim 8589934604
8589934632,8589934605,2020-11-28,adjuster_note,Report adjuster_note for claim 8589934605
8589934633,8589934606,2022-06-12,police_report,Report police_report for claim 8589934606
8589934634,8589934606,2022-06-28,adjuster_note,Report adjuster_note for claim 8589934606
8589934635,8589934606,2022-06-12,police_report,Report police_report for claim 8589934606
8589934636,8589934606,2022-06-21,adjuster_note,Report adjuster_note for claim 8589934606
8589934637,8589934606,2022-06-19,adjuster_note,Report adjuster_note for claim 8589934606
8589934638,8589934607,2015-03-21,police_report,Report police_report for claim 8589934607
8589934639,8589934607,2015-04-08,adjuster_note,Report adjuster_note for claim 8589934607
8589934640,8589934607,2015-03-29,adjuster_note,Report adjuster_note for claim 8589934607
8589934641,8589934607,2015-04-29,adjuster_note,Report adjuster_note for claim 8589934607
8589934642,8589934608,2007-09-19,adjuster_note,Report adjuster_note for claim 8589934608
8589934643,8589934608,2007-09-01,police_report,Report police_report for claim 8589934608
8589934644,8589934608,2007-09-28,police_report,Report police_report for claim 8589934608
8589934645,8589934609,2024-03-09,police_report,Report police_report for claim 8589934609
8589934646,8589934609,2024-04-16,police_report,Report police_report for claim 8589934609
8589934647,8589934609,2024-04-11,police_report,Report police_report for claim 8589934609
8589934648,8589934609,2024-03-10,adjuster_note,Report adjuster_note for claim 8589934609
8589934649,8589934610,2009-09-11,adjuster_note,Report adjuster_note for claim 8589934610
8589934650,8589934610,2009-09-18,police_report,Report police_report for claim 8589934610
8589934651,8589934610,2009-09-30,adjuster_note,Report adjuster_note for claim 8589934610
8589934652,8589934610,2009-09-23,adjuster_note,Report adjuster_note for claim 8589934610
8589934653,8589934611,2018-01-12,police_report,Report police_report for claim 8589934611
8589934654,8589934611,2018-02-01,adjuster_note,Report adjuster_note for claim 8589934611
8589934655,8589934611,2017-12-24,police_report,Report police_report for claim 8589934611
8589934656,8589934611,2018-01-25,police_report,Report police_report for claim 8589934611
8589934657,8589934612,2013-06-23,adjuster_note,Report adjuster_note for claim 8589934612
8589934658,8589934613,2024-06-15,adjuster_note,Report adjuster_note for claim 8589934613
8589934659,8589934613,2024-05-23,police_report,Report police_report for claim 8589934613
8589934660,8589934614,2008-11-21,adjuster_note,Report adjuster_note for claim 8589934614
8589934661,8589934614,2008-10-29,police_report,Report police_report for claim 8589934614
8589934662,8589934614,2008-11-12,police_report,Report police_report for claim 8589934614
8589934663,8589934615,2018-02-12,adjuster_note,Report adjuster_note for claim 8589934615
8589934664,8589934615,2018-02-01,adjuster_note,Report adjuster_note for claim 8589934615
8589934665,8589934616,2025-08-23,police_report,Report police_report for claim 8589934616
8589934666,8589934616,2025-09-06,adjuster_note,Report adjuster_note for claim 8589934616
8589934667,8589934616,2025-09-16,police_report,Report police_report for claim 8589934616
8589934668,8589934616,2025-09-15,adjuster_note,Report adjuster_note for claim 8589934616
8589934669,8589934616,2025-09-10,police_report,Report police_report for claim 8589934616
8589934670,8589934617,2013-09-24,adjuster_note,Report adjuster_note for claim 8589934617
8589934671,8589934617,2013-08-28,police_report,Report police_report for claim 8589934617
8589934672,8589934617,2013-09-02,adjuster_note,Report adjuster_note for claim 8589934617
8589934673,8589934618,2011-01-27,adjuster_note,Report adjuster_note for claim 8589934618
8589934674,8589934619,2008-12-31,adjuster_note,Report adjuster_note for claim 8589934619
8589934675,8589934619,2008-12-11,police_report,Report police_report for claim 8589934619
8589934676,8589934619,2008-12-21,police_report,Report police_report for claim 8589934619
8589934677,8589934619,2008-12-15,police_report,Report police_report for claim 8589934619
8589934678,8589934620,2017-10-25,adjuster_note,Report adjuster_note for claim 8589934620
8589934679,8589934620,2017-09-19,police_report,Report police_report for claim 8589934620
8589934680,8589934620,2017-10-17,adjuster_note,Report adjuster_note for claim 8589934620
8589934681,8589934620,2017-10-06,adjuster_note,Report adjuster_note for claim 8589934620
8589934682,8589934621,2014-09-12,police_report,Report police_report for claim 8589934621
8589934683,8589934621,2014-08-15,adjuster_note,Report adjuster_note for claim 8589934621
8589934684,8589934621,2014-08-11,police_report,Report police_report for claim 8589934621
8589934685,8589934622,2022-11-02,adjuster_note,Report adjuster_note for claim 8589934622
8589934686,8589934622,2022-10-04,police_report,Report police_report for claim 8589934622
8589934687,8589934622,2022-11-03,police_report,Report police_report for claim 8589934622
17179869184,17179869184,2012-06-15,adjuster_note,Report adjuster_note for claim 17179869184
17179869185,17179869184,2012-06-17,adjuster_note,Report adjuster_note for claim 17179869184
17179869186,17179869184,2012-05-25,adjuster_note,Report adjuster_note for claim 17179869184
17179869187,17179869184,2012-06-10,adjuster_note,Report adjuster_note for claim 17179869184
17179869188,17179869185,2014-07-10,police_report,Report police_report for claim 17179869185
17179869189,17179869186,2008-03-21,adjuster_note,Report adjuster_note for claim 17179869186
17179869190,17179869186,2008-03-12,police_report,Report police_report for claim 17179869186
17179869191,17179869186,2008-02-28,police_report,Report police_report for claim 17179869186
17179869192,17179869186,2008-03-25,customer_statement,Report customer_statement for claim 17179869186
17179869193,17179869186,2008-03-06,adjuster_note,Report adjuster_note for claim 17179869186
17179869194,17179869187,2019-06-23,police_report,Report police_report for claim 17179869187
17179869195,17179869187,2019-06-17,adjuster_note,Report adjuster_note for claim 17179869187
17179869196,17179869187,2019-06-13,police_report,Report police_report for claim 17179869187
17179869197,17179869188,2017-08-29,adjuster_note,Report adjuster_note for claim 17179869188
17179869198,17179869188,2017-08-26,adjuster_note,Report adjuster_note for claim 17179869188
17179869199,17179869188,2017-08-10,adjuster_note,Report adjuster_note for claim 17179869188
17179869200,17179869188,2017-08-10,police_report,Report police_report for claim 17179869188
17179869201,17179869188,2017-08-08,police_report,Report police_report for claim 17179869188
17179869202,17179869189,2008-11-23,customer_statement,Report customer_statement for claim 17179869189
17179869203,17179869189,2008-11-15,police_report,Report police_report for claim 17179869189
17179869204,17179869189,2008-12-17,police_report,Report police_report for claim 17179869189
17179869205,17179869189,2008-12-13,police_report,Report police_report for claim 17179869189
17179869206,17179869189,2008-11-24,adjuster_note,Report adjuster_note for claim 17179869189
17179869207,17179869190,2017-11-15,police_report,Report police_report for claim 17179869190
17179869208,17179869190,2017-11-15,adjuster_note,Report adjuster_note for claim 17179869190
17179869209,17179869190,2017-12-19,police_report,Report police_report for claim 17179869190
17179869210,17179869190,2017-11-30,customer_statement,Report customer_statement for claim 17179869190
17179869211,17179869190,2017-12-05,adjuster_note,Report adjuster_note for claim 17179869190
17179869212,17179869191,2012-05-01,police_report,Report police_report for claim 17179869191
17179869213,17179869191,2012-04-09,adjuster_note,Report adjuster_note for claim 17179869191
17179869214,17179869191,2012-04-05,adjuster_note,Report adjuster_note for claim 17179869191
17179869215,17179869192,2007-12-15,adjuster_note,Report adjuster_note for claim 17179869192
17179869216,17179869193,2011-08-27,adjuster_note,Report adjuster_note for claim 17179869193
17179869217,17179869194,2013-06-27,police_report,Report police_report for claim 17179869194
17179869218,17179869194,2013-07-10,adjuster_note,Report adjuster_note for claim 17179869194
17179869219,17179869194,2013-06-01,adjuster_note,Report adjuster_note for claim 17179869194
17179869220,17179869194,2013-07-08,adjuster_note,Report adjuster_note for claim 17179869194
17179869221,17179869195,2021-12-04,customer_statement,Report customer_statement for claim 17179869195
17179869222,17179869196,2010-12-15,police_report,Report police_report for claim 17179869196
17179869223,17179869197,2016-10-10,police_report,Report police_report for claim 17179869197
17179869224,17179869198,2019-01-05,adjuster_note,Report adjuster_note for claim 17179869198
17179869225,17179869199,2018-11-27,adjuster_note,Report adjuster_note for claim 17179869199
17179869226,17179869199,2018-11-14,adjuster_note,Report adjuster_note for claim 17179869199
17179869227,17179869199,2018-11-24,adjuster_note,Report adjuster_note for claim 17179869199
17179869228,17179869199,2018-11-13,adjuster_note,Report adjuster_note for claim 17179869199
17179869229,17179869199,2018-11-01,police_report,Report police_report for claim 17179869199
17179869230,17179869200,2018-02-16,adjuster_note,Report adjuster_note for claim 17179869200
17179869231,17179869200,2018-01-18,adjuster_note,Report adjuster_note for claim 17179869200
17179869232,17179869200,2018-02-07,police_report,Report police_report for claim 17179869200
17179869233,17179869200,2018-01-31,adjuster_note,Report adjuster_note for claim 17179869200
17179869234,17179869200,2018-01-30,adjuster_note,Report adjuster_note for claim 17179869200
17179869235,17179869201,2013-08-16,adjuster_note,Report adjuster_note for claim 17179869201
17179869236,17179869201,2013-08-19,police_report,Report police_report for claim 17179869201
17179869237,17179869201,2013-08-29,customer_statement,Report customer_statement for claim 17179869201
17179869238,17179869201,2013-08-21,police_report,Report police_report for claim 17179869201
17179869239,17179869201,2013-08-23,adjuster_note,Report adjuster_note for claim 17179869201
17179869240,17179869202,2016-11-27,police_report,Report police_report for claim 17179869202
17179869241,17179869202,2016-12-04,adjuster_note,Report adjuster_note for claim 17179869202
17179869242,17179869202,2016-12-12,police_report,Report police_report for claim 17179869202
17179869243,17179869203,2020-11-29,police_report,Report police_report for claim 17179869203
17179869244,17179869203,2020-12-17,adjuster_note,Report adjuster_note for claim 17179869203
17179869245,17179869203,2020-12-21,adjuster_note,Report adjuster_note for claim 17179869203
17179869246,17179869203,2020-12-17,adjuster_note,Report adjuster_note for claim 17179869203
17179869247,17179869204,2012-11-16,police_report,Report police_report for claim 17179869204
17179869248,17179869204,2012-11-29,customer_statement,Report customer_statement for claim 17179869204
17179869249,17179869204,2012-10-21,customer_statement,Report customer_statement for claim 17179869204
17179869250,17179869204,2012-10-25,adjuster_note,Report adjuster_note for claim 17179869204
17179869251,17179869204,2012-11-12,adjuster_note,Report adjuster_note for claim 17179869204
17179869252,17179869205,2021-05-24,adjuster_note,Report adjuster_note for claim 17179869205
17179869253,17179869205,2021-06-12,police_report,Report police_report for claim 17179869205
17179869254,17179869205,2021-06-13,police_report,Report police_report for claim 17179869205
17179869255,17179869205,2021-05-20,police_report,Report police_report for claim 17179869205
17179869256,17179869205,2021-05-28,police_report,Report police_report for claim 17179869205
17179869257,17179869206,2009-01-17,police_report,Report police_report for claim 17179869206
17179869258,17179869206,2008-12-22,adjuster_note,Report adjuster_note for claim 17179869206
17179869259,17179869207,2018-02-09,adjuster_note,Report adjuster_note for claim 17179869207
17179869260,17179869207,2018-01-29,adjuster_note,Report adjuster_note for claim 17179869207
17179869261,17179869207,2018-02-07,police_report,Report police_report for claim 17179869207
17179869262,17179869207,2018-01-31,police_report,Report police_report for claim 17179869207
17179869263,17179869208,2018-02-09,adjuster_note,Report adjuster_note for claim 17179869208
17179869264,17179869208,2018-01-06,adjuster_note,Report adjuster_note for claim 17179869208
17179869265,17179869208,2018-01-21,adjuster_note,Report adjuster_note for claim 17179869208
17179869266,17179869208,2018-01-21,adjuster_note,Report adjuster_note for claim 17179869208
17179869267,17179869209,2012-09-26,customer_statement,Report customer_statement for claim 17179869209
17179869268,17179869209,2012-10-06,adjuster_note,Report adjuster_note for claim 17179869209
17179869269,17179869209,2012-10-02,police_report,Report police_report for claim 17179869209
17179869270,17179869210,2013-04-20,adjuster_note,Report adjuster_note for claim 17179869210
17179869271,17179869210,2013-05-19,customer_statement,Report customer_statement for claim 17179869210
17179869272,17179869210,2013-04-19,adjuster_note,Report adjuster_note for claim 17179869210
17179869273,17179869211,2012-04-15,adjuster_note,Report adjuster_note for claim 17179869211
17179869274,17179869211,2012-05-20,police_report,Report police_report for claim 17179869211
17179869275,17179869212,2018-07-17,customer_statement,Report customer_statement for claim 17179869212
17179869276,17179869213,2025-07-18,customer_statement,Report customer_statement for claim 17179869213
17179869277,17179869213,2025-07-06,police_report,Report police_report for claim 17179869213
17179869278,17179869213,2025-07-28,adjuster_note,Report adjuster_note for claim 17179869213
17179869279,17179869213,2025-07-23,adjuster_note,Report adjuster_note for claim 17179869213
17179869280,17179869213,2025-07-27,police_report,Report police_report for claim 17179869213
17179869281,17179869214,2023-06-13,police_report,Report police_report for claim 17179869214
17179869282,17179869214,2023-05-20,adjuster_note,Report adjuster_note for claim 17179869214
17179869283,17179869214,2023-05-09,adjuster_note,Report adjuster_note for claim 17179869214
25769803776,25769803776,2021-09-11,police_report,Report police_report for claim 25769803776
25769803777,25769803776,2021-09-03,adjuster_note,Report adjuster_note for claim 25769803776
25769803778,25769803776,2021-09-13,adjuster_note,Report adjuster_note for claim 25769803776
25769803779,25769803777,2024-09-27,police_report,Report police_report for claim 25769803777
25769803780,25769803777,2024-10-03,adjuster_note,Report adjuster_note for claim 25769803777
25769803781,25769803777,2024-09-13,police_report,Report police_report for claim 25769803777
25769803782,25769803777,2024-10-21,adjuster_note,Report adjuster_note for claim 25769803777
25769803783,25769803778,2023-05-22,adjuster_note,Report adjuster_note for claim 25769803778
25769803784,25769803779,2010-03-11,police_report,Report police_report for claim 25769803779
25769803785,25769803779,2010-02-14,adjuster_note,Report adjuster_note for claim 25769803779
25769803786,25769803779,2010-03-07,customer_statement,Report customer_statement for claim 25769803779
25769803787,25769803780,2009-06-27,adjuster_note,Report adjuster_note for claim 25769803780
25769803788,25769803780,2009-07-25,police_report,Report police_report for claim 25769803780
25769803789,25769803780,2009-07-05,adjuster_note,Report adjuster_note for claim 25769803780
25769803790,25769803781,2018-11-19,customer_statement,Report customer_statement for claim 25769803781
25769803791,25769803781,2018-11-24,customer_statement,Report customer_statement for claim 25769803781
25769803792,25769803781,2018-12-27,adjuster_note,Report adjuster_note for claim 25769803781
25769803793,25769803781,2018-12-06,customer_statement,Report customer_statement for claim 25769803781
25769803794,25769803781,2018-12-07,adjuster_note,Report adjuster_note for claim 25769803781
25769803795,25769803782,2019-10-17,police_report,Report police_report for claim 25769803782
25769803796,25769803782,2019-10-22,police_report,Report police_report for claim 25769803782
25769803797,25769803782,2019-10-12,adjuster_note,Report adjuster_note for claim 25769803782
25769803798,25769803782,2019-09-19,adjuster_note,Report adjuster_note for claim 25769803782
25769803799,25769803783,2018-03-28,police_report,Report police_report for claim 25769803783
25769803800,25769803783,2018-03-10,adjuster_note,Report adjuster_note for claim 25769803783
25769803801,25769803784,2017-01-11,adjuster_note,Report adjuster_note for claim 25769803784
25769803802,25769803784,2017-01-10,police_report,Report police_report for claim 25769803784
25769803803,25769803784,2016-12-08,police_report,Report police_report for claim 25769803784
25769803804,25769803784,2017-01-02,adjuster_note,Report adjuster_note for claim 25769803784
25769803805,25769803784,2016-12-29,customer_statement,Report customer_statement for claim 25769803784
25769803806,25769803785,2009-09-25,customer_statement,Report customer_statement for claim 25769803785
25769803807,25769803785,2009-10-04,adjuster_note,Report adjuster_note for claim 25769803785
25769803808,25769803785,2009-10-04,adjuster_note,Report adjuster_note for claim 25769803785
25769803809,25769803786,2015-06-07,police_report,Report police_report for claim 25769803786
25769803810,25769803786,2015-05-27,adjuster_note,Report adjuster_note for claim 25769803786
25769803811,25769803786,2015-05-21,adjuster_note,Report adjuster_note for claim 25769803786
25769803812,25769803786,2015-05-30,adjuster_note,Report adjuster_note for claim 25769803786
25769803813,25769803787,2010-10-26,police_report,Report police_report for claim 25769803787
25769803814,25769803787,2010-11-04,police_report,Report police_report for claim 25769803787
25769803815,25769803787,2010-11-05,police_report,Report police_report for claim 25769803787
25769803816,25769803788,2018-10-26,police_report,Report police_report for claim 25769803788
25769803817,25769803788,2018-11-13,adjuster_note,Report adjuster_note for claim 25769803788
25769803818,25769803788,2018-11-15,police_report,Report police_report for claim 25769803788
25769803819,25769803789,2013-07-05,police_report,Report police_report for claim 25769803789
25769803820,25769803789,2013-07-17,adjuster_note,Report adjuster_note for claim 25769803789
25769803821,25769803789,2013-08-01,police_report,Report police_report for claim 25769803789
25769803822,25769803789,2013-07-14,adjuster_note,Report adjuster_note for claim 25769803789
25769803823,25769803790,2014-04-08,police_report,Report police_report for claim 25769803790
25769803824,25769803790,2014-05-18,adjuster_note,Report adjuster_note for claim 25769803790
25769803825,25769803790,2014-04-08,police_report,Report police_report for claim 25769803790
25769803826,25769803791,2025-01-05,customer_statement,Report customer_statement for claim 25769803791
25769803827,25769803792,2010-09-30,adjuster_note,Report adjuster_note for claim 25769803792
25769803828,25769803793,2006-10-06,police_report,Report police_report for claim 25769803793
25769803829,25769803794,2022-09-09,police_report,Report police_report for claim 25769803794
25769803830,25769803794,2022-09-21,police_report,Report police_report for claim 25769803794
25769803831,25769803795,2013-06-08,customer_statement,Report customer_statement for claim 25769803795
25769803832,25769803796,2015-08-16,adjuster_note,Report adjuster_note for claim 25769803796
25769803833,25769803796,2015-07-23,police_report,Report police_report for claim 25769803796
25769803834,25769803796,2015-07-26,police_report,Report police_report for claim 25769803796
25769803835,25769803796,2015-08-15,adjuster_note,Report adjuster_note for claim 25769803796
25769803836,25769803797,2008-12-27,adjuster_note,Report adjuster_note for claim 25769803797
25769803837,25769803797,2008-12-28,police_report,Report police_report for claim 25769803797
25769803838,25769803797,2008-12-26,adjuster_note,Report adjuster_note for claim 25769803797
25769803839,25769803797,2009-01-30,police_report,Report police_report for claim 25769803797
25769803840,25769803798,2014-10-29,police_report,Report police_report for claim 25769803798
25769803841,25769803798,2014-10-29,adjuster_note,Report adjuster_note for claim 25769803798
25769803842,25769803799,2014-07-22,customer_statement,Report customer_statement for claim 25769803799
25769803843,25769803800,2011-09-15,police_report,Report police_report for claim 25769803800
25769803844,25769803801,2020-07-25,police_report,Report police_report for claim 25769803801
25769803845,25769803801,2020-08-15,police_report,Report police_report for claim 25769803801
25769803846,25769803801,2020-08-23,adjuster_note,Report adjuster_note for claim 25769803801
25769803847,25769803801,2020-08-10,police_report,Report police_report for claim 25769803801
34359738368,34359738368,2020-10-05,police_report,Report police_report for claim 34359738368
34359738369,34359738368,2020-09-07,adjuster_note,Report adjuster_note for claim 34359738368
34359738370,34359738369,2021-05-23,adjuster_note,Report adjuster_note for claim 34359738369
34359738371,34359738369,2021-06-30,customer_statement,Report customer_statement for claim 34359738369
34359738372,34359738370,2012-12-02,customer_statement,Report customer_statement for claim 34359738370
34359738373,34359738370,2012-12-15,adjuster_note,Report adjuster_note for claim 34359738370
34359738374,34359738370,2012-11-26,police_report,Report police_report for claim 34359738370
34359738375,34359738371,2024-02-23,police_report,Report police_report for claim 34359738371
34359738376,34359738371,2024-03-21,police_report,Report police_report for claim 34359738371
34359738377,34359738372,2023-11-02,adjuster_note,Report adjuster_note for claim 34359738372
34359738378,34359738372,2023-11-26,adjuster_note,Report adjuster_note for claim 34359738372
34359738379,34359738372,2023-11-06,police_report,Report police_report for claim 34359738372
34359738380,34359738373,2023-12-26,adjuster_note,Report adjuster_note for claim 34359738373
34359738381,34359738374,2021-02-17,adjuster_note,Report adjuster_note for claim 34359738374
34359738382,34359738374,2021-03-18,police_report,Report police_report for claim 34359738374
34359738383,34359738374,2021-03-07,police_report,Report police_report for claim 34359738374
34359738384,34359738374,2021-02-11,police_report,Report police_report for claim 34359738374
34359738385,34359738374,2021-03-18,adjuster_note,Report adjuster_note for claim 34359738374
34359738386,34359738375,2022-09-03,adjuster_note,Report adjuster_note for claim 34359738375
34359738387,34359738375,2022-09-09,adjuster_note,Report adjuster_note for claim 34359738375
34359738388,34359738375,2022-09-14,police_report,Report police_report for claim 34359738375
34359738389,34359738375,2022-09-03,police_report,Report police_report for claim 34359738375
34359738390,34359738375,2022-08-25,adjuster_note,Report adjuster_note for claim 34359738375
34359738391,34359738376,2023-10-14,adjuster_note,Report adjuster_note for claim 34359738376
34359738392,34359738376,2023-09-05,adjuster_note,Report adjuster_note for claim 34359738376
34359738393,34359738376,2023-09-07,police_report,Report police_report for claim 34359738376
34359738394,34359738376,2023-09-28,customer_statement,Report customer_statement for claim 34359738376
34359738395,34359738377,2008-04-14,adjuster_note,Report adjuster_note for claim 34359738377
34359738396,34359738378,2011-10-05,adjuster_note,Report adjuster_note for claim 34359738378
34359738397,34359738378,2011-11-15,adjuster_note,Report adjuster_note for claim 34359738378
34359738398,34359738378,2011-11-15,police_report,Report police_report for claim 34359738378
34359738399,34359738379,2010-08-25,adjuster_note,Report adjuster_note for claim 34359738379
34359738400,34359738379,2010-08-07,customer_statement,Report customer_statement for claim 34359738379
34359738401,34359738380,2011-11-05,adjuster_note,Report adjuster_note for claim 34359738380
34359738402,34359738380,2011-10-06,adjuster_note,Report adjuster_note for claim 34359738380
